Region,Country,Manager,Distributor,Distributor_Group,Product_Category,Month,Year,sell_in_value,sell_in_count,sell_out_value,sell_out_count,inventory_value,inventory_count
APAC,China,Alice,Distributor B,Group 2,Category 1,7,2025,3461,159,1766,242,912,59
APAC,China,Alice,Distributor B,Group 2,Category 1,8,2023,1744,452,1420,383,470,67
APAC,China,Alice,Distributor B,Group 2,Category 1,8,2024,2903,458,3256,209,417,57
APAC,China,Alice,Distributor B,Group 2,Category 1,8,2025,1274,395,2334,268,459,30
APAC,China,Alice,Distributor B,Group 2,Category 1,9,2023,1228,342,2620,308,498,99
APAC,China,Alice,Distributor B,Group 2,Category 1,9,2024,4959,271,3581,233,714,62
APAC,China,Alice,Distributor B,Group 2,Category 1,10,2023,1391,106,3654,114,208,79
APAC,China,Alice,Distributor B,Group 2,Category 1,10,2024,1467,156,2912,247,311,39
APAC,China,Alice,Distributor B,Group 2,Category 1,11,2023,4916,376,2283,296,608,36
APAC,China,Alice,Distributor B,Group 2,Category 1,11,2024,2010,344,1983,374,774,81
APAC,China,Alice,Distributor B,Group 2,Category 1,12,2023,4731,153,2554,271,356,80
APAC,China,Alice,Distributor B,Group 2,Category 1,12,2024,2517,126,2302,193,800,61
APAC,China,Alice,Distributor B,Group 2,Category 2,1,2023,4246,220,3318,210,619,59
APAC,China,Alice,Distributor B,Group 2,Category 2,1,2024,4346,441,2221,299,262,38
APAC,China,Alice,Distributor B,Group 2,Category 2,1,2025,1735,141,2387,333,572,98
APAC,China,Alice,Distributor B,Group 2,Category 2,2,2023,2765,407,1244,122,246,75
APAC,China,Alice,Distributor B,Group 2,Category 2,2,2024,1129,205,1422,307,995,65
APAC,China,Alice,Distributor B,Group 2,Category 2,2,2025,1971,107,2397,144,482,90
APAC,China,Alice,Distributor B,Group 2,Category 2,3,2023,3534,242,3453,315,206,91
APAC,China,Alice,Distributor B,Group 2,Category 2,3,2024,4298,364,1855,87,662,25
APAC,China,Alice,Distributor B,Group 2,Category 2,3,2025,3715,112,2543,110,488,80
APAC,China,Alice,Distributor B,Group 2,Category 2,4,2023,3251,261,3080,295,200,46
APAC,China,Alice,Distributor B,Group 2,Category 2,4,2024,2544,201,1012,389,311,59
APAC,China,Alice,Distributor B,Group 2,Category 2,4,2025,2589,211,3481,288,465,60
APAC,China,Alice,Distributor B,Group 2,Category 2,5,2023,3887,351,1017,169,256,46
APAC,China,Alice,Distributor B,Group 2,Category 2,5,2024,4670,393,2876,137,919,20
APAC,China,Alice,Distributor B,Group 2,Category 2,5,2025,4827,432,1858,103,316,95
APAC,China,Alice,Distributor B,Group 2,Category 2,6,2023,4925,369,2353,381,541,61
APAC,China,Alice,Distributor B,Group 2,Category 2,6,2024,3196,385,3042,204,784,55
APAC,China,Alice,Distributor B,Group 2,Category 2,6,2025,2354,441,1385,304,374,59
APAC,China,Alice,Distributor B,Group 2,Category 2,7,2023,3595,445,3881,182,696,25
APAC,China,Alice,Distributor B,Group 2,Category 2,7,2024,4018,199,2123,336,986,81
APAC,China,Alice,Distributor B,Group 2,Category 2,7,2025,1027,129,2836,178,390,39
APAC,China,Alice,Distributor B,Group 2,Category 2,8,2023,4747,285,3071,306,201,90
APAC,China,Alice,Distributor B,Group 2,Category 2,8,2024,1124,362,920,248,397,39
APAC,China,Alice,Distributor B,Group 2,Category 2,8,2025,1980,311,3980,105,616,86
APAC,China,Alice,Distributor B,Group 2,Category 2,9,2023,1237,187,1101,111,449,46
APAC,China,Alice,Distributor B,Group 2,Category 2,9,2024,1106,463,1901,272,731,38
APAC,China,Alice,Distributor B,Group 2,Category 2,10,2023,2704,414,2164,262,965,68
APAC,China,Alice,Distributor B,Group 2,Category 2,10,2024,1877,467,2288,216,819,42
APAC,China,Alice,Distributor B,Group 2,Category 2,11,2023,2678,356,1665,188,759,25
APAC,China,Alice,Distributor B,Group 2,Category 2,11,2024,1397,371,2138,146,866,26
APAC,China,Alice,Distributor B,Group 2,Category 2,12,2023,3965,476,891,225,435,63
APAC,China,Alice,Distributor B,Group 2,Category 2,12,2024,2938,322,1606,284,369,81
APAC,China,Alice,Distributor B,Group 2,Category 3,1,2023,2414,264,1719,295,390,27
APAC,China,Alice,Distributor B,Group 2,Category 3,1,2024,4810,362,3112,391,973,99
APAC,China,Alice,Distributor B,Group 2,Category 3,1,2025,1512,166,1118,243,539,68
APAC,China,Alice,Distributor B,Group 2,Category 3,2,2023,2440,347,3972,334,674,94
APAC,China,Alice,Distributor B,Group 2,Category 3,2,2024,3523,370,2001,241,263,28
APAC,China,Alice,Distributor B,Group 2,Category 3,2,2025,1354,405,2425,127,460,95
APAC,China,Alice,Distributor B,Group 2,Category 3,3,2023,1222,398,2717,220,939,45
APAC,China,Alice,Distributor B,Group 2,Category 3,3,2024,4257,254,3269,140,410,49
APAC,China,Alice,Distributor B,Group 2,Category 3,3,2025,2995,139,1310,294,687,22
APAC,China,Alice,Distributor B,Group 2,Category 3,4,2023,4650,263,1747,243,891,24
APAC,China,Alice,Distributor B,Group 2,Category 3,4,2024,1955,179,2326,265,570,57
APAC,China,Alice,Distributor B,Group 2,Category 3,4,2025,3879,153,1986,183,703,23
APAC,China,Alice,Distributor B,Group 2,Category 3,5,2023,3904,138,3369,227,709,22
APAC,China,Alice,Distributor B,Group 2,Category 3,5,2024,1353,413,2573,235,763,32
APAC,China,Alice,Distributor B,Group 2,Category 3,5,2025,1796,429,2745,166,551,63
APAC,China,Alice,Distributor B,Group 2,Category 3,6,2023,4984,437,3864,324,568,41
APAC,China,Alice,Distributor B,Group 2,Category 3,6,2024,3949,109,2310,149,452,71
APAC,China,Alice,Distributor B,Group 2,Category 3,6,2025,4179,469,1602,256,417,93
APAC,China,Alice,Distributor B,Group 2,Category 3,7,2023,2026,119,1176,387,847,36
APAC,China,Alice,Distributor B,Group 2,Category 3,7,2024,3007,491,1740,295,560,50
APAC,China,Alice,Distributor B,Group 2,Category 3,7,2025,4188,347,2788,114,611,90
APAC,China,Alice,Distributor B,Group 2,Category 3,8,2023,3778,298,2009,344,340,94
APAC,China,Alice,Distributor B,Group 2,Category 3,8,2024,4950,407,2450,267,543,29
APAC,China,Alice,Distributor B,Group 2,Category 3,8,2025,2480,350,3094,223,771,72
APAC,China,Alice,Distributor B,Group 2,Category 3,9,2023,1401,198,3205,279,335,97
APAC,China,Alice,Distributor B,Group 2,Category 3,9,2024,2068,163,1753,179,660,91
APAC,China,Alice,Distributor B,Group 2,Category 3,10,2023,4643,442,1580,346,534,45
APAC,China,Alice,Distributor B,Group 2,Category 3,10,2024,3058,417,1311,151,942,31
APAC,China,Alice,Distributor B,Group 2,Category 3,11,2023,3964,417,3949,333,970,78
APAC,China,Alice,Distributor B,Group 2,Category 3,11,2024,1290,359,1891,123,779,87
APAC,China,Alice,Distributor B,Group 2,Category 3,12,2023,1593,166,1188,376,363,37
APAC,China,Alice,Distributor B,Group 2,Category 3,12,2024,4348,305,1502,314,384,27
APAC,China,Alice,Distributor C,Group 1,Category 1,1,2023,4549,325,3355,180,664,46
APAC,China,Alice,Distributor C,Group 1,Category 1,1,2024,4247,175,3944,271,627,97
APAC,China,Alice,Distributor C,Group 1,Category 1,1,2025,4071,203,2801,140,481,33
APAC,China,Alice,Distributor C,Group 1,Category 1,2,2023,3100,393,3547,276,235,52
APAC,China,Alice,Distributor C,Group 1,Category 1,2,2024,4928,355,2376,265,438,86
APAC,China,Alice,Distributor C,Group 1,Category 1,2,2025,4490,399,3557,147,249,83
APAC,China,Alice,Distributor C,Group 1,Category 1,3,2023,2907,330,1401,206,434,96
APAC,China,Alice,Distributor C,Group 1,Category 1,3,2024,1889,106,2472,202,371,61
APAC,China,Alice,Distributor C,Group 1,Category 1,3,2025,3795,212,881,357,577,36
APAC,China,Alice,Distributor C,Group 1,Category 1,4,2023,2205,395,1845,380,448,53
APAC,China,Alice,Distributor C,Group 1,Category 1,4,2024,4531,373,3702,245,894,82
APAC,China,Alice,Distributor C,Group 1,Category 1,4,2025,1699,358,1650,263,209,32
APAC,China,Alice,Distributor C,Group 1,Category 1,5,2023,1230,213,1434,92,735,56
APAC,China,Alice,Distributor C,Group 1,Category 1,5,2024,3057,262,1170,201,870,79
APAC,China,Alice,Distributor C,Group 1,Category 1,5,2025,2162,414,3136,259,978,24
APAC,China,Alice,Distributor C,Group 1,Category 1,6,2023,4484,395,3326,207,959,81
APAC,China,Alice,Distributor C,Group 1,Category 1,6,2024,4601,333,3480,398,657,94
APAC,China,Alice,Distributor C,Group 1,Category 1,6,2025,2447,225,1113,238,382,81
APAC,China,Alice,Distributor C,Group 1,Category 1,7,2023,3077,301,2837,270,628,78
APAC,China,Alice,Distributor C,Group 1,Category 1,7,2024,3406,237,3724,331,811,42
APAC,China,Alice,Distributor C,Group 1,Category 1,7,2025,2390,161,2975,327,804,28
APAC,China,Alice,Distributor C,Group 1,Category 1,8,2023,3672,294,1112,325,416,37
APAC,China,Alice,Distributor C,Group 1,Category 1,8,2024,1248,101,1260,187,687,47
APAC,China,Alice,Distributor C,Group 1,Category 1,8,2025,4802,244,2309,347,766,65
APAC,China,Alice,Distributor C,Group 1,Category 1,9,2023,4310,373,2867,289,529,84
APAC,China,Alice,Distributor C,Group 1,Category 1,9,2024,1277,429,3861,107,627,37
APAC,China,Alice,Distributor C,Group 1,Category 1,10,2023,4656,391,1336,157,310,96
APAC,China,Alice,Distributor C,Group 1,Category 1,10,2024,4958,372,1847,211,723,61
APAC,China,Alice,Distributor C,Group 1,Category 1,11,2023,2956,271,2894,345,247,79
APAC,China,Alice,Distributor C,Group 1,Category 1,11,2024,2467,105,1889,256,741,98
APAC,China,Alice,Distributor C,Group 1,Category 1,12,2023,4759,133,2993,90,321,69
APAC,China,Alice,Distributor C,Group 1,Category 1,12,2024,1478,314,1578,267,983,92
APAC,China,Alice,Distributor C,Group 1,Category 2,1,2023,2329,498,3864,152,584,45
APAC,China,Alice,Distributor C,Group 1,Category 2,1,2024,2830,394,3233,260,580,42
APAC,China,Alice,Distributor C,Group 1,Category 2,1,2025,2574,237,3526,171,851,46
APAC,China,Alice,Distributor C,Group 1,Category 2,2,2023,1442,370,2406,234,744,82
APAC,China,Alice,Distributor C,Group 1,Category 2,2,2024,3385,133,3669,283,901,74
APAC,China,Alice,Distributor C,Group 1,Category 2,2,2025,4010,202,1030,380,385,23
APAC,China,Alice,Distributor C,Group 1,Category 2,3,2023,2756,397,2731,376,514,22
APAC,China,Alice,Distributor C,Group 1,Category 2,3,2024,2360,445,2237,145,389,66
APAC,China,Alice,Distributor C,Group 1,Category 2,3,2025,2308,179,3677,391,215,58
APAC,China,Alice,Distributor C,Group 1,Category 2,4,2023,1192,392,2956,108,623,97
APAC,China,Alice,Distributor C,Group 1,Category 2,4,2024,2277,299,2982,186,900,28
APAC,China,Alice,Distributor C,Group 1,Category 2,4,2025,2540,162,2883,200,912,62
APAC,China,Alice,Distributor C,Group 1,Category 2,5,2023,1367,357,2442,260,959,81
APAC,China,Alice,Distributor C,Group 1,Category 2,5,2024,4394,378,3985,253,934,59
APAC,China,Alice,Distributor C,Group 1,Category 2,5,2025,4758,434,2009,234,334,84
APAC,China,Alice,Distributor C,Group 1,Category 2,6,2023,1820,248,3497,235,556,91
APAC,China,Alice,Distributor C,Group 1,Category 2,6,2024,1345,335,2868,323,747,77
APAC,China,Alice,Distributor C,Group 1,Category 2,6,2025,3952,317,3903,387,383,68
APAC,China,Alice,Distributor C,Group 1,Category 2,7,2023,1276,349,3922,258,549,44
APAC,China,Alice,Distributor C,Group 1,Category 2,7,2024,3598,436,3505,351,958,53
APAC,China,Alice,Distributor C,Group 1,Category 2,7,2025,3672,269,2695,253,371,43
APAC,China,Alice,Distributor C,Group 1,Category 2,8,2023,2177,378,3944,278,466,34
APAC,China,Alice,Distributor C,Group 1,Category 2,8,2024,4176,392,1933,371,664,59
APAC,China,Alice,Distributor C,Group 1,Category 2,8,2025,3060,363,2888,129,781,76
APAC,China,Alice,Distributor C,Group 1,Category 2,9,2023,2463,497,3666,88,400,99
APAC,China,Alice,Distributor C,Group 1,Category 2,9,2024,3447,197,1387,191,840,28
APAC,China,Alice,Distributor C,Group 1,Category 2,10,2023,4463,382,3738,316,685,54
APAC,China,Alice,Distributor C,Group 1,Category 2,10,2024,1049,363,2847,105,754,50
APAC,China,Alice,Distributor C,Group 1,Category 2,11,2023,4966,235,3800,293,233,25
APAC,China,Alice,Distributor C,Group 1,Category 2,11,2024,2190,126,3069,221,208,30
APAC,China,Alice,Distributor C,Group 1,Category 2,12,2023,1801,488,2930,296,774,33
APAC,China,Alice,Distributor C,Group 1,Category 2,12,2024,4324,284,2852,189,340,25
APAC,China,Alice,Distributor C,Group 1,Category 3,1,2023,1919,420,1388,347,997,83
APAC,China,Alice,Distributor C,Group 1,Category 3,1,2024,3241,164,3090,368,804,36
APAC,China,Alice,Distributor C,Group 1,Category 3,1,2025,4582,420,1004,226,920,43
APAC,China,Alice,Distributor C,Group 1,Category 3,2,2023,4834,192,1279,278,911,47
APAC,China,Alice,Distributor C,Group 1,Category 3,2,2024,3151,419,2370,299,852,80
APAC,China,Alice,Distributor C,Group 1,Category 3,2,2025,3551,439,3664,236,788,68
APAC,China,Alice,Distributor C,Group 1,Category 3,3,2023,2156,173,1310,215,945,56
APAC,China,Alice,Distributor C,Group 1,Category 3,3,2024,4731,272,2263,307,294,57
APAC,China,Alice,Distributor C,Group 1,Category 3,3,2025,4322,175,3025,160,721,67
APAC,China,Alice,Distributor C,Group 1,Category 3,4,2023,1276,245,3607,360,286,98
APAC,China,Alice,Distributor C,Group 1,Category 3,4,2024,3037,206,2735,234,615,24
APAC,China,Alice,Distributor C,Group 1,Category 3,4,2025,3747,329,1965,343,230,52
APAC,China,Alice,Distributor C,Group 1,Category 3,5,2023,4212,409,1619,384,866,44
APAC,China,Alice,Distributor C,Group 1,Category 3,5,2024,3464,372,3137,276,258,88
APAC,China,Alice,Distributor C,Group 1,Category 3,5,2025,4188,494,2801,272,670,90
APAC,China,Alice,Distributor C,Group 1,Category 3,6,2023,1846,412,3646,193,522,56
APAC,China,Alice,Distributor C,Group 1,Category 3,6,2024,3985,413,1860,349,725,51
APAC,China,Alice,Distributor C,Group 1,Category 3,6,2025,4243,373,3651,283,840,74
APAC,China,Alice,Distributor C,Group 1,Category 3,7,2023,2630,114,3993,266,353,54
APAC,China,Alice,Distributor C,Group 1,Category 3,7,2024,2253,224,1995,299,450,87
APAC,China,Alice,Distributor C,Group 1,Category 3,7,2025,4585,421,3765,250,540,53
APAC,China,Alice,Distributor C,Group 1,Category 3,8,2023,1044,121,2874,150,651,47
APAC,China,Alice,Distributor C,Group 1,Category 3,8,2024,3671,108,1885,150,865,27
APAC,China,Alice,Distributor C,Group 1,Category 3,8,2025,1682,160,3361,145,855,41
APAC,China,Alice,Distributor C,Group 1,Category 3,9,2023,3451,445,2570,283,240,28
APAC,China,Alice,Distributor C,Group 1,Category 3,9,2024,2157,455,3425,190,468,96
APAC,China,Alice,Distributor C,Group 1,Category 3,10,2023,1598,452,3321,349,611,91
APAC,China,Alice,Distributor C,Group 1,Category 3,10,2024,4260,428,1635,220,866,24
APAC,China,Alice,Distributor C,Group 1,Category 3,11,2023,1558,459,1642,98,263,96
APAC,China,Alice,Distributor C,Group 1,Category 3,11,2024,2588,158,3626,288,796,98
APAC,China,Alice,Distributor C,Group 1,Category 3,12,2023,4957,212,2235,323,460,30
APAC,China,Alice,Distributor C,Group 1,Category 3,12,2024,4996,446,1187,106,302,77
APAC,China,Alice,Distributor C,Group 2,Category 1,1,2023,2757,375,3803,256,689,53
APAC,China,Alice,Distributor C,Group 2,Category 1,1,2024,4068,369,1386,320,471,74
APAC,China,Alice,Distributor C,Group 2,Category 1,1,2025,3381,420,2460,320,898,21
APAC,China,Alice,Distributor C,Group 2,Category 1,2,2023,2161,463,3057,384,243,88
APAC,China,Alice,Distributor C,Group 2,Category 1,2,2024,4585,262,1195,277,511,28
APAC,China,Alice,Distributor C,Group 2,Category 1,2,2025,2704,288,3302,383,943,97
APAC,China,Alice,Distributor C,Group 2,Category 1,3,2023,4019,319,2338,259,357,79
APAC,China,Alice,Distributor C,Group 2,Category 1,3,2024,3383,350,1522,263,453,24
APAC,China,Alice,Distributor C,Group 2,Category 1,3,2025,2214,462,2857,290,647,71
APAC,China,Alice,Distributor C,Group 2,Category 1,4,2023,2257,265,2666,81,381,27
APAC,China,Alice,Distributor C,Group 2,Category 1,4,2024,1105,185,1239,362,282,33
APAC,China,Alice,Distributor C,Group 2,Category 1,4,2025,3986,293,1778,98,800,42
APAC,China,Alice,Distributor C,Group 2,Category 1,5,2023,3309,402,3090,295,596,71
APAC,China,Alice,Distributor C,Group 2,Category 1,5,2024,1740,479,1523,369,479,42
APAC,China,Alice,Distributor C,Group 2,Category 1,5,2025,1967,163,846,251,874,56
APAC,China,Alice,Distributor C,Group 2,Category 1,6,2023,3089,406,2462,180,629,96
APAC,China,Alice,Distributor C,Group 2,Category 1,6,2024,4847,390,3204,203,796,63
APAC,China,Alice,Distributor C,Group 2,Category 1,6,2025,1881,265,3028,225,246,88
APAC,China,Alice,Distributor C,Group 2,Category 1,7,2023,1765,457,2930,266,935,63
APAC,China,Alice,Distributor C,Group 2,Category 1,7,2024,4765,423,2773,230,278,60
APAC,China,Alice,Distributor C,Group 2,Category 1,7,2025,4548,194,965,252,665,95
APAC,China,Alice,Distributor C,Group 2,Category 1,8,2023,1620,175,3991,158,541,34
APAC,China,Alice,Distributor C,Group 2,Category 1,8,2024,2881,322,1463,236,751,43
APAC,China,Alice,Distributor C,Group 2,Category 1,8,2025,4038,133,1721,314,475,76
APAC,China,Alice,Distributor C,Group 2,Category 1,9,2023,4988,207,1007,125,760,77
APAC,China,Alice,Distributor C,Group 2,Category 1,9,2024,4054,219,1485,246,247,94
APAC,China,Alice,Distributor C,Group 2,Category 1,10,2023,1281,192,1195,341,966,37
APAC,China,Alice,Distributor C,Group 2,Category 1,10,2024,2788,446,1652,100,423,87
APAC,China,Alice,Distributor C,Group 2,Category 1,11,2023,4420,137,2976,217,283,20
APAC,China,Alice,Distributor C,Group 2,Category 1,11,2024,2386,156,2227,256,843,80
APAC,China,Alice,Distributor C,Group 2,Category 1,12,2023,3221,333,3120,202,595,84
APAC,China,Alice,Distributor C,Group 2,Category 1,12,2024,1786,335,1442,102,617,96
APAC,China,Alice,Distributor C,Group 2,Category 2,1,2023,4355,417,1089,197,614,60
APAC,China,Alice,Distributor C,Group 2,Category 2,1,2024,2652,172,1473,287,886,37
APAC,China,Alice,Distributor C,Group 2,Category 2,1,2025,4961,498,1235,246,457,41
APAC,China,Alice,Distributor C,Group 2,Category 2,2,2023,2641,166,2590,209,295,95
APAC,China,Alice,Distributor C,Group 2,Category 2,2,2024,4440,343,2646,265,905,42
APAC,China,Alice,Distributor C,Group 2,Category 2,2,2025,2754,196,3206,189,511,34
APAC,China,Alice,Distributor C,Group 2,Category 2,3,2023,2785,350,3588,207,378,38
APAC,China,Alice,Distributor C,Group 2,Category 2,3,2024,4349,139,3900,290,500,55
APAC,China,Alice,Distributor C,Group 2,Category 2,3,2025,2087,399,1246,338,693,62
APAC,China,Alice,Distributor C,Group 2,Category 2,4,2023,1740,263,2950,141,275,46
APAC,China,Alice,Distributor C,Group 2,Category 2,4,2024,2854,322,2423,288,407,35
APAC,China,Alice,Distributor C,Group 2,Category 2,4,2025,2142,166,2764,216,802,94
APAC,China,Alice,Distributor C,Group 2,Category 2,5,2023,1324,191,3334,250,460,75
APAC,China,Alice,Distributor C,Group 2,Category 2,5,2024,3696,361,1250,311,430,49
APAC,China,Alice,Distributor C,Group 2,Category 2,5,2025,2790,221,931,380,745,59
APAC,China,Alice,Distributor C,Group 2,Category 2,6,2023,3165,307,3883,118,739,94
APAC,China,Alice,Distributor C,Group 2,Category 2,6,2024,3408,396,975,120,947,36
APAC,China,Alice,Distributor C,Group 2,Category 2,6,2025,3137,374,2645,359,623,49
APAC,China,Alice,Distributor C,Group 2,Category 2,7,2023,2671,408,1963,367,788,52
APAC,China,Alice,Distributor C,Group 2,Category 2,7,2024,2731,357,1566,164,233,46
APAC,China,Alice,Distributor C,Group 2,Category 2,7,2025,2575,375,1858,88,208,74
APAC,China,Alice,Distributor C,Group 2,Category 2,8,2023,2081,131,2879,130,425,37
APAC,China,Alice,Distributor C,Group 2,Category 2,8,2024,2247,269,2221,154,834,67
APAC,China,Alice,Distributor C,Group 2,Category 2,8,2025,3886,351,1352,209,372,82
APAC,China,Alice,Distributor C,Group 2,Category 2,9,2023,2692,237,3923,162,772,51
APAC,China,Alice,Distributor C,Group 2,Category 2,9,2024,1418,386,1293,209,343,77
APAC,China,Alice,Distributor C,Group 2,Category 2,10,2023,3477,175,1648,137,979,35
APAC,China,Alice,Distributor C,Group 2,Category 2,10,2024,4858,382,3567,231,984,51
APAC,China,Alice,Distributor C,Group 2,Category 2,11,2023,3899,105,3649,186,708,45
APAC,China,Alice,Distributor C,Group 2,Category 2,11,2024,3815,315,2074,346,249,50
APAC,China,Alice,Distributor C,Group 2,Category 2,12,2023,1416,237,1915,323,277,58
APAC,China,Alice,Distributor C,Group 2,Category 2,12,2024,3938,242,3779,288,434,89
APAC,China,Alice,Distributor C,Group 2,Category 3,1,2023,3775,301,2493,212,792,24
APAC,China,Alice,Distributor C,Group 2,Category 3,1,2024,3862,392,2306,170,701,89
APAC,China,Alice,Distributor C,Group 2,Category 3,1,2025,3284,456,2335,92,832,22
